lat,lon,pml_0,aal_0,pml_45,aal_45,pml_50,aal_50,pml_52,aal_52,ins_52,risk_52,pml_60,aal_60,ins_60,risk_60,pml_70,aal_70,ins_70,risk_70,pml_77,aal_77,ins_77,risk_77,gc_check
33.5,-93.1,0.19,0.01,0.11,0.01,0.09,0.01,0.07196986801778116,0.005997489001481763,0.57528,3.06816,0.036784599209088144,0.0029987445007408813,0.294032,1.53408,0.004498116751111322,0.0008996233502222644,0.035955,0.460224,0.0,0.00039983260009878417,0.0,0.204544,3.37824
33.5,-94.0,0.21,0.01,0.12,0.01,0.09,0.01,0.07866706406943579,0.006597237901629939,0.628813,3.374976,0.04168254856029825,0.0034985352508643615,0.333183,1.78976,0.0066971960516546344,0.0010995396502716565,0.053533,0.562496,0.0,0.00039983260009878417,0.0,0.204544,3.82806
34.4,-91.3,0.21,0.01,0.12,0.01,0.09,0.01,0.07886698036948518,0.004997907501234802,0.630411,2.5568,0.04178250671032294,0.002598911900642097,0.333982,1.329536,0.0066971960516546344,0.0008996233502222644,0.053533,0.460224,0.0,0.00039983260009878417,0.0,0.204544,3.83724
34.4,-92.2,0.22,0.01,0.13,0.01,0.1,0.01,0.08196568302025076,0.0057975727014323705,0.65518,2.965888,0.044081544160890954,0.0030987026507655773,0.352359,1.585216,0.007696777551901595,0.0009995815002469604,0.061523,0.51136,0.0,0.0004997907501234802,0.0,0.25568,4.04838
34.4,-93.1,0.22,0.01,0.13,0.01,0.1,0.01,0.08396484602074467,0.006597237901629939,0.67116,3.374976,0.04558091641126139,0.0034985352508643615,0.364344,1.78976,0.008396484602074468,0.0010995396502716565,0.067116,0.562496,0.0,0.0004997907501234802,0.0,0.25568,4.18608
34.4,-94.0,0.23,0.01,0.14,0.01,0.1,0.01,0.08646379977136208,0.006797154201679331,0.691135,3.477248,0.047380163111705925,0.0034985352508643615,0.378726,1.78976,0.009196149802272036,0.0010995396502716565,0.073508,0.562496,0.0,0.00039983260009878417,0.0,0.204544,4.35132
35.3,-90.4,0.16,0.01,0.09,0.01,0.07,0.0037984097009384496,0.058175643314373096,0.0037984097009384496,0.465018,1.943168,0.026688826056593843,0.0017992467004445288,0.213333,0.920448,0.0,0.0004997907501234802,0.0,0.25568,0.0,0.00019991630004939209,0.0,0.102272,2.45106
35.3,-91.3,0.18,0.01,0.1,0.01,0.08,0.004198242301037234,0.06857129091694149,0.004198242301037234,0.548114,2.147712,0.034385603608495435,0.002199079300543313,0.274856,1.124992,0.0033985771008396655,0.0006997070501728723,0.027166,0.357952,0.0,0.0002998744500740881,0.0,0.153408,3.15792
35.3,-92.2,0.19,0.01,0.11,0.01,0.09,0.01,0.07127016096760828,0.005597656401382978,0.569687,2.863616,0.03628480845896466,0.002798828200691489,0.290037,1.431808,0.004298200451061929,0.0008996233502222644,0.034357,0.460224,0.0,0.00039983260009878417,0.0,0.204544,3.33234
35.3,-93.1,0.22,0.01,0.13,0.01,0.1,0.01,0.0809661015200038,0.0066971960516546344,0.64719,3.426112,0.04338183711071809,0.0034985352508643615,0.346766,1.78976,0.007496861251852203,0.0010995396502716565,0.059925,0.562496,0.0,0.00039983260009878417,0.0,0.204544,3.98412
35.3,-94.0,0.23,0.01,0.14,0.01,0.1,0.01,0.08716350682153495,0.006997070501728723,0.696728,3.57952,0.0478799538618294,0.0035984934008890575,0.382721,1.840896,0.009396066102321429,0.0010995396502716565,0.075106,0.562496,0.0,0.0004997907501234802,0.0,0.25568,4.39722
36.2,-90.4,0.17,0.01,0.09,0.01,0.08,0.004598074901136018,0.06257380191545972,0.004598074901136018,0.500174,2.352256,0.02998744500740881,0.002299037450568009,0.2397,1.176128,0.0014993722503704406,0.0005997489001481761,0.011985,0.306816,0.0,0.0002998744500740881,0.0,0.153408,2.754
36.2,-91.3,0.2,0.01,0.11,0.01,0.09,0.01,0.07316936581807751,0.005597656401382978,0.584868,2.863616,0.03768422255931041,0.002798828200691489,0.301223,1.431808,0.004897949351210106,0.0007996652001975683,0.039151,0.409088,0.0,0.00039983260009878417,0.0,0.204544,3.46086
